ikey	Location	Source	Chronological Frame	Language
PH278817	Prusias ad Olympum	IK Prusa ad Olympum 1098	Byzantine period	Greek
PH278818	Prusias ad Olympum	IK Prusa ad Olympum 1099	Byzantine period	Greek
PH278819	Prusias ad Olympum	IK Prusa ad Olympum 1100	Byzantine period	Greek
PH278702	Prusias ad Olympum	IK Prusa ad Olympum 212	Byzantine period	Greek
PH278703	Prusias ad Olympum	IK Prusa ad Olympum 213	Byzantine period	Greek
PH278704	Prusias ad Olympum	IK Prusa ad Olympum 214	Byzantine period	Greek
PH278706	Prusias ad Olympum	IK Prusa ad Olympum 216	Byzantine period	Greek
PH278707	Prusias ad Olympum	IK Prusa ad Olympum 217	Byzantine period	Greek
PH278708	Prusias ad Olympum	IK Prusa ad Olympum 218	Byzantine period	Greek
PH278709	Prusias ad Olympum	IK Prusa ad Olympum 219	Byzantine period	Greek
PH278710	Prusias ad Olympum	IK Prusa ad Olympum 220	Byzantine period	Greek
PH278711	Prusias ad Olympum	IK Prusa ad Olympum 221	Byzantine period	Greek
PH278712	Prusias ad Olympum	IK Prusa ad Olympum 222	Byzantine period	Greek
PH278713	Prusias ad Olympum	IK Prusa ad Olympum 223	Byzantine period	Greek
PH278714	Prusias ad Olympum	IK Prusa ad Olympum 224	Byzantine period	Greek
PH278715	Prusias ad Olympum	IK Prusa ad Olympum 225	Byzantine period	Greek
PH278492	Prusias ad Olympum	IK Prusa ad Olympum 1	beg. of the 2nd c. BC	Greek
PH278720	Prusias ad Olympum	IK Prusa ad Olympum 1001	after 171 BC, ca. 188 BC	Greek
	Prusias ad Olympum	SEG 58: 1449	AD 84 - 96 	Greek
PH278499	Prusias ad Olympum	IK Prusa ad Olympum 8	98–117 AD	Greek
PH278588	Prusias ad Olympum	IK Prusa ad Olympum 98	98–117 AD	Greek
PH278493	Prusias ad Olympum	IK Prusa ad Olympum 2	88–67 BC	Greek
	Prusias ad Olympum	SEG 49: 1799	7th century AD	Greek
PH279809	Prusias ad Olympum	SEG 31: 1071	78 AD	Greek
PH278500	Prusias ad Olympum	IK Prusa ad Olympum 9	77–78 AD	Latin
	Prusias ad Olympum	AE 2003, 1652	6th c. AD	Greek
PH278549	Prusias ad Olympum	IK Prusa ad Olympum 58	6th c. AD	Greek
	Prusias ad Olympum	AE 2003, 1651	5th – 6th C AD	Greek
PH278816	Prusias ad Olympum	IK Prusa ad Olympum 1097	508 AD	Greek
PH278814	Prusias ad Olympum	IK Prusa ad Olympum 1095	4th – 6th c. AD	Greek
	Prusias ad Olympum	SEG 60: 1357	3rd century AD ?	Greek
	Prusias ad Olympum	SEG 58: 1451	3rd century AD	Greek
PH278632	Prusias ad Olympum	IK Prusa ad Olympum 143	3rd c. BC	Greek
PH278655	Prusias ad Olympum	IK Prusa ad Olympum 167	3rd c. BC	Greek
PH278767	Prusias ad Olympum	IK Prusa ad Olympum 1048	3rd c. AD?	Greek
PH278796	Prusias ad Olympum	IK Prusa ad Olympum 1077	3rd c. AD?	Greek
PH278737	Prusias ad Olympum	IK Prusa ad Olympum 1018	3rd c. AD (after 211 AD)	Greek
PH278788	Prusias ad Olympum	IK Prusa ad Olympum 1069	3rd c. AD	Greek
PH278628	Prusias ad Olympum	IK Prusa ad Olympum 138	3rd c. AD	Greek
PH278651	Prusias ad Olympum	IK Prusa ad Olympum 163	3rd c. AD	Greek
PH278791	Prusias ad Olympum	IK Prusa ad Olympum 1072	3rd – 4th c. AD	Greek
PH278803	Prusias ad Olympum	IK Prusa ad Olympum 1084	3rd – 4th c. AD	Greek
PH278544	Prusias ad Olympum	IK Prusa ad Olympum 53	3rd – 4th c. AD	Greek
PH278545	Prusias ad Olympum	IK Prusa ad Olympum 54	3rd – 4th c. AD	Greek
	Prusias ad Olympum	SEG 58: 1450	2nd/3rd century AD	Greek
	Prusias ad Olympum	SEG 60: 1354	2nd century AD ?	Greek
	Prusias ad Olympum	SEG 60: 1355	2nd century AD ?	Greek
	Prusias ad Olympum	SEG 60: 1350	2nd century AD	Greek
	Prusias ad Olympum	SEG 60: 1351	2nd century AD	Greek
PH278738	Prusias ad Olympum	IK Prusa ad Olympum 1019	2nd c. BC	Greek
PH278630	Prusias ad Olympum	IK Prusa ad Olympum 140	2nd c. BC	Greek
PH278631	Prusias ad Olympum	IK Prusa ad Olympum 141	2nd c. BC	Greek
PH278633	Prusias ad Olympum	IK Prusa ad Olympum 144	2nd c. BC	Greek
PH278745	Prusias ad Olympum	IK Prusa ad Olympum 1026	2nd c. AD?	Greek
PH278777	Prusias ad Olympum	IK Prusa ad Olympum 1058	2nd c. AD?	Greek
PH278790	Prusias ad Olympum	IK Prusa ad Olympum 1071	2nd c. AD?	Greek
PH278795	Prusias ad Olympum	IK Prusa ad Olympum 1076	2nd c. AD?	Greek
PH278807	Prusias ad Olympum	IK Prusa ad Olympum 1088	2nd c. AD?	Greek
PH278808	Prusias ad Olympum	IK Prusa ad Olympum 1089	2nd c. AD?	Greek
PH278590	Prusias ad Olympum	IK Prusa ad Olympum 100	2nd c. AD	Greek
PH278746	Prusias ad Olympum	IK Prusa ad Olympum 1027	2nd c. AD	Greek
PH278593	Prusias ad Olympum	IK Prusa ad Olympum 103	2nd c. AD	Greek
PH278754	Prusias ad Olympum	IK Prusa ad Olympum 1035	2nd c. AD	Greek
PH278755	Prusias ad Olympum	IK Prusa ad Olympum 1036	2nd c. AD	Greek
PH278766	Prusias ad Olympum	IK Prusa ad Olympum 1047	2nd c. AD	Greek
PH278595	Prusias ad Olympum	IK Prusa ad Olympum 105	2nd c. AD	Greek
PH278596	Prusias ad Olympum	IK Prusa ad Olympum 1060	2nd c. AD	Greek
PH278785	Prusias ad Olympum	IK Prusa ad Olympum 1066	2nd c. AD	Greek
PH278597	Prusias ad Olympum	IK Prusa ad Olympum 1070	2nd c. AD	Greek
PH278810	Prusias ad Olympum	IK Prusa ad Olympum 1091	2nd c. AD	Greek
PH278605	Prusias ad Olympum	IK Prusa ad Olympum 115	2nd c. AD	Greek
PH278606	Prusias ad Olympum	IK Prusa ad Olympum 116	2nd c. AD	Greek
PH278607	Prusias ad Olympum	IK Prusa ad Olympum 117	2nd c. AD	Greek
PH278608	Prusias ad Olympum	IK Prusa ad Olympum 118	2nd c. AD	Greek
PH278609	Prusias ad Olympum	IK Prusa ad Olympum 119	2nd c. AD	Greek
PH278610	Prusias ad Olympum	IK Prusa ad Olympum 120	2nd c. AD	Greek
PH278623	Prusias ad Olympum	IK Prusa ad Olympum 132	2nd c. AD	Greek
PH278635	Prusias ad Olympum	IK Prusa ad Olympum 146	2nd c. AD	Greek
PH278636	Prusias ad Olympum	IK Prusa ad Olympum 147	2nd c. AD	Greek
PH278637	Prusias ad Olympum	IK Prusa ad Olympum 148	2nd c. AD	Greek
PH278638	Prusias ad Olympum	IK Prusa ad Olympum 149	2nd c. AD	Greek
PH278639	Prusias ad Olympum	IK Prusa ad Olympum 150	2nd c. AD	Greek
PH278641	Prusias ad Olympum	IK Prusa ad Olympum 152	2nd c. AD	Greek
PH278642	Prusias ad Olympum	IK Prusa ad Olympum 154	2nd c. AD	Greek
PH278643	Prusias ad Olympum	IK Prusa ad Olympum 155	2nd c. AD	Greek
PH278644	Prusias ad Olympum	IK Prusa ad Olympum 156	2nd c. AD	Greek
PH278647	Prusias ad Olympum	IK Prusa ad Olympum 159	2nd c. AD	Greek
PH278648	Prusias ad Olympum	IK Prusa ad Olympum 160	2nd c. AD	Greek
PH278649	Prusias ad Olympum	IK Prusa ad Olympum 161	2nd c. AD	Greek
PH278653	Prusias ad Olympum	IK Prusa ad Olympum 165	2nd c. AD	Greek
PH278656	Prusias ad Olympum	IK Prusa ad Olympum 168	2nd c. AD	Greek
PH278657	Prusias ad Olympum	IK Prusa ad Olympum 169	2nd c. AD	Greek
PH278508	Prusias ad Olympum	IK Prusa ad Olympum 17	2nd c. AD	Greek
PH278660	Prusias ad Olympum	IK Prusa ad Olympum 172	2nd c. AD	Latin
PH278661	Prusias ad Olympum	IK Prusa ad Olympum 173	2nd c. AD	Latin
PH278662HD032064	Prusias ad Olympum	IK Prusa ad Olympum 174	2nd c. AD	Latin
PH278509	Prusias ad Olympum	IK Prusa ad Olympum 18	2nd c. AD	Greek
PH278674	Prusias ad Olympum	IK Prusa ad Olympum 185	2nd c. AD	Greek
PH278521	Prusias ad Olympum	IK Prusa ad Olympum 30	2nd c. AD	Greek
PH278522	Prusias ad Olympum	IK Prusa ad Olympum 31	2nd c. AD	Greek
PH278523	Prusias ad Olympum	IK Prusa ad Olympum 32	2nd c. AD	Greek
PH278527	Prusias ad Olympum	IK Prusa ad Olympum 36	2nd c. AD	Greek
PH278541	Prusias ad Olympum	IK Prusa ad Olympum 50	2nd c. AD	Greek
PH278547	Prusias ad Olympum	IK Prusa ad Olympum 56	2nd c. AD	Greek
PH278548	Prusias ad Olympum	IK Prusa ad Olympum 57	2nd c. AD	Greek
PH278551	Prusias ad Olympum	IK Prusa ad Olympum 60	2nd c. AD	Greek
PH278555	Prusias ad Olympum	IK Prusa ad Olympum 65	2nd c. AD	Greek
PH278556	Prusias ad Olympum	IK Prusa ad Olympum 66	2nd c. AD	Greek
PH278560	Prusias ad Olympum	IK Prusa ad Olympum 70	2nd c. AD	Greek
PH278561	Prusias ad Olympum	IK Prusa ad Olympum 71	2nd c. AD	Greek
PH278562	Prusias ad Olympum	IK Prusa ad Olympum 72	2nd c. AD	Greek
PH278564	Prusias ad Olympum	IK Prusa ad Olympum 74	2nd c. AD	Greek
PH278565	Prusias ad Olympum	IK Prusa ad Olympum 75	2nd c. AD	Greek
PH278567	Prusias ad Olympum	IK Prusa ad Olympum 77	2nd c. AD	Greek
PH278569	Prusias ad Olympum	IK Prusa ad Olympum 79	2nd c. AD	Greek
PH278572	Prusias ad Olympum	IK Prusa ad Olympum 82	2nd c. AD	Greek
PH278573	Prusias ad Olympum	IK Prusa ad Olympum 83	2nd c. AD	Greek
PH278574	Prusias ad Olympum	IK Prusa ad Olympum 84	2nd c. AD	Greek
PH278575	Prusias ad Olympum	IK Prusa ad Olympum 85	2nd c. AD	Greek
PH278580	Prusias ad Olympum	IK Prusa ad Olympum 90	2nd c. AD	Greek
PH278583	Prusias ad Olympum	IK Prusa ad Olympum 93	2nd c. AD	Greek
PH278584	Prusias ad Olympum	IK Prusa ad Olympum 94	2nd c. AD	Greek
PH278585	Prusias ad Olympum	IK Prusa ad Olympum 95	2nd c. AD	Greek
PH278586	Prusias ad Olympum	IK Prusa ad Olympum 96	2nd c. AD	Greek
PH278587	Prusias ad Olympum	IK Prusa ad Olympum 97	2nd c. AD	Greek
PH278733	Prusias ad Olympum	IK Prusa ad Olympum 1014	2nd – 3rd c. AD	Greek
PH278735	Prusias ad Olympum	IK Prusa ad Olympum 1016	2nd – 3rd c. AD	Greek
PH278741	Prusias ad Olympum	IK Prusa ad Olympum 1022	2nd – 3rd c. AD	Greek
PH278751	Prusias ad Olympum	IK Prusa ad Olympum 1032	2nd – 3rd c. AD	Greek
PH278753	Prusias ad Olympum	IK Prusa ad Olympum 1034	2nd – 3rd c. AD	Greek
PH278756	Prusias ad Olympum	IK Prusa ad Olympum 1037	2nd – 3rd c. AD	Greek
PH278764	Prusias ad Olympum	IK Prusa ad Olympum 1045	2nd – 3rd c. AD	Greek
PH278769	Prusias ad Olympum	IK Prusa ad Olympum 1050	2nd – 3rd c. AD	Greek
PH278778	Prusias ad Olympum	IK Prusa ad Olympum 1059	2nd – 3rd c. AD	Greek
PH278786	Prusias ad Olympum	IK Prusa ad Olympum 1067	2nd – 3rd c. AD	Greek
PH278787	Prusias ad Olympum	IK Prusa ad Olympum 1068	2nd – 3rd c. AD	Greek
PH278794	Prusias ad Olympum	IK Prusa ad Olympum 1075	2nd – 3rd c. AD	Greek
PH278800	Prusias ad Olympum	IK Prusa ad Olympum 1081	2nd – 3rd c. AD	Greek
PH278611	Prusias ad Olympum	IK Prusa ad Olympum 121	2nd – 3rd c. AD	Greek
PH278615	Prusias ad Olympum	IK Prusa ad Olympum 125	2nd – 3rd c. AD	Greek
PH278616	Prusias ad Olympum	IK Prusa ad Olympum 125a	2nd – 3rd c. AD	Greek
PH278667	Prusias ad Olympum	IK Prusa ad Olympum 178a	2nd – 3rd c. AD	Greek
PH278675	Prusias ad Olympum	IK Prusa ad Olympum 186	2nd – 3rd c. AD	Greek
PH278534	Prusias ad Olympum	IK Prusa ad Olympum 43	2nd – 3rd c. AD	Greek
PH278546	Prusias ad Olympum	IK Prusa ad Olympum 55	2nd – 3rd c. AD	Greek
PH278550	Prusias ad Olympum	IK Prusa ad Olympum 59	2nd – 3rd c. AD	Greek
PH278553	Prusias ad Olympum	IK Prusa ad Olympum 63	2nd – 3rd c. AD	Greek
PH278559	Prusias ad Olympum	IK Prusa ad Olympum 69	2nd – 3rd c. AD	Greek
PH278773	Prusias ad Olympum	IK Prusa ad Olympum 1054	2nd – 1st c. BC	Greek
PH278809	Prusias ad Olympum	IK Prusa ad Olympum 1090	2nd – 1st c. BC	Greek
PH278502	Prusias ad Olympum	IK Prusa ad Olympum 11	238–244 AD	Latin
PH278779	Prusias ad Olympum	IK Prusa ad Olympum 1060	1st c. BC – 1st c. AD	Greek
PH278780	Prusias ad Olympum	IK Prusa ad Olympum 1061	1st c. BC – 1st c. AD	Greek
PH278782	Prusias ad Olympum	IK Prusa ad Olympum 1063	1st c. BC – 1st c. AD	Greek
PH278789	Prusias ad Olympum	IK Prusa ad Olympum 1070	1st c. BC – 1st c. AD	Greek
PH278505	Prusias ad Olympum	IK Prusa ad Olympum 14	1st c. BC – 1st c. AD	Greek
PH278516	Prusias ad Olympum	IK Prusa ad Olympum 25	1st c. BC – 1st c. AD	Greek
PH278612	Prusias ad Olympum	IK Prusa ad Olympum 122	1st c. BC	Greek
PH278617	Prusias ad Olympum	IK Prusa ad Olympum 126	1st c. BC	Greek
PH278619	Prusias ad Olympum	IK Prusa ad Olympum 128	1st c. BC	Greek
PH278624	Prusias ad Olympum	IK Prusa ad Olympum 133	1st c. BC	Greek
PH278629	Prusias ad Olympum	IK Prusa ad Olympum 139	1st c. BC	Greek
PH278634	Prusias ad Olympum	IK Prusa ad Olympum 145	1st c. BC	Greek
PH278658	Prusias ad Olympum	IK Prusa ad Olympum 170	1st c. BC	Greek
PH278571	Prusias ad Olympum	IK Prusa ad Olympum 81	1st c. BC	Greek
PH278727	Prusias ad Olympum	IK Prusa ad Olympum 1008	1st c. AD?	Greek
PH278772	Prusias ad Olympum	IK Prusa ad Olympum 1053	1st c. AD?	Greek
PH278775	Prusias ad Olympum	IK Prusa ad Olympum 1056	1st c. AD?	Greek
PH278776	Prusias ad Olympum	IK Prusa ad Olympum 1057	1st c. AD?	Greek
PH278783	Prusias ad Olympum	IK Prusa ad Olympum 1064	1st c. AD?	Greek
PH278792	Prusias ad Olympum	IK Prusa ad Olympum 1073	1st c. AD?	Greek
PH278793	Prusias ad Olympum	IK Prusa ad Olympum 1074	1st c. AD?	Greek
PH278798	Prusias ad Olympum	IK Prusa ad Olympum 1079	1st c. AD?	Greek
PH278515	Prusias ad Olympum	IK Prusa ad Olympum 24	1st c. AD?	Greek
PH278591	Prusias ad Olympum	IK Prusa ad Olympum 101	1st c. AD	Greek
PH278734	Prusias ad Olympum	IK Prusa ad Olympum 1015	1st c. AD	Greek
PH278759	Prusias ad Olympum	IK Prusa ad Olympum 1040	1st c. AD	Greek
PH278770	Prusias ad Olympum	IK Prusa ad Olympum 1051	1st c. AD	Greek
PH278771	Prusias ad Olympum	IK Prusa ad Olympum 1052	1st c. AD	Greek
PH278774	Prusias ad Olympum	IK Prusa ad Olympum 1055	1st c. AD	Greek
PH278784	Prusias ad Olympum	IK Prusa ad Olympum 1065	1st c. AD	Greek
PH278613	Prusias ad Olympum	IK Prusa ad Olympum 123	1st c. AD	Greek
PH278620	Prusias ad Olympum	IK Prusa ad Olympum 129	1st c. AD	Greek
PH278622	Prusias ad Olympum	IK Prusa ad Olympum 131	1st c. AD	Greek
PH278645	Prusias ad Olympum	IK Prusa ad Olympum 157	1st c. AD	Greek
PH278650	Prusias ad Olympum	IK Prusa ad Olympum 162	1st c. AD	Greek
PH278659	Prusias ad Olympum	IK Prusa ad Olympum 171	1st c. AD	Greek
PH278665	Prusias ad Olympum	IK Prusa ad Olympum 177	1st c. AD	Greek
PH278666	Prusias ad Olympum	IK Prusa ad Olympum 178	1st c. AD	Greek
PH278669	Prusias ad Olympum	IK Prusa ad Olympum 180	1st c. AD	Greek
PH278671	Prusias ad Olympum	IK Prusa ad Olympum 182	1st c. AD	Greek
PH278673	Prusias ad Olympum	IK Prusa ad Olympum 184	1st c. AD	Greek
PH278696	Prusias ad Olympum	IK Prusa ad Olympum 206	1st c. AD	Greek
PH278525	Prusias ad Olympum	IK Prusa ad Olympum 34	1st c. AD	Greek
PH278566	Prusias ad Olympum	IK Prusa ad Olympum 76	1st c. AD	Greek
PH278568	Prusias ad Olympum	IK Prusa ad Olympum 78	1st c. AD	Greek
PH278576	Prusias ad Olympum	IK Prusa ad Olympum 86	1st c. AD	Greek
PH278579	Prusias ad Olympum	IK Prusa ad Olympum 89	1st c. AD	Greek
PH278761	Prusias ad Olympum	IK Prusa ad Olympum 1042	1st – early 2nd c. AD	Greek
PH278762	Prusias ad Olympum	IK Prusa ad Olympum 1043	1st – early 2nd c. AD	Greek
PH278513	Prusias ad Olympum	IK Prusa ad Olympum 22	1st – early 2nd c. AD	Greek
PH278731	Prusias ad Olympum	IK Prusa ad Olympum 1012	1st – 2nd c. AD?	Greek
PH278725	Prusias ad Olympum	IK Prusa ad Olympum 1006	1st – 2nd c. AD	Greek
PH278728	Prusias ad Olympum	IK Prusa ad Olympum 1009	1st – 2nd c. AD	Greek
PH278758	Prusias ad Olympum	IK Prusa ad Olympum 1039	1st – 2nd c. AD	Greek
PH278763	Prusias ad Olympum	IK Prusa ad Olympum 1044	1st – 2nd c. AD	Greek
PH278765	Prusias ad Olympum	IK Prusa ad Olympum 1046	1st – 2nd c. AD	Greek
PH278781	Prusias ad Olympum	IK Prusa ad Olympum 1062	1st – 2nd c. AD	Greek
PH278797	Prusias ad Olympum	IK Prusa ad Olympum 1078	1st – 2nd c. AD	Greek
PH278799	Prusias ad Olympum	IK Prusa ad Olympum 1080	1st – 2nd c. AD	Greek
PH278802	Prusias ad Olympum	IK Prusa ad Olympum 1083	1st – 2nd c. AD	Greek
PH278806	Prusias ad Olympum	IK Prusa ad Olympum 1087	1st – 2nd c. AD	Greek
PH278600	Prusias ad Olympum	IK Prusa ad Olympum 110	1st – 2nd c. AD	Greek
PH278601	Prusias ad Olympum	IK Prusa ad Olympum 111	1st – 2nd c. AD	Greek
PH278603	Prusias ad Olympum	IK Prusa ad Olympum 113	1st – 2nd c. AD	Greek
PH278506	Prusias ad Olympum	IK Prusa ad Olympum 15	1st – 2nd c. AD	Greek
PH278652	Prusias ad Olympum	IK Prusa ad Olympum 164	1st – 2nd c. AD	Greek
PH278654	Prusias ad Olympum	IK Prusa ad Olympum 166	1st – 2nd c. AD	Greek
PH278668	Prusias ad Olympum	IK Prusa ad Olympum 179	1st – 2nd c. AD	Greek
PH278677	Prusias ad Olympum	IK Prusa ad Olympum 188	1st – 2nd c. AD	Greek
PH278518	Prusias ad Olympum	IK Prusa ad Olympum 27	1st – 2nd c. AD	Greek
PH278519	Prusias ad Olympum	IK Prusa ad Olympum 28	1st – 2nd c. AD	Greek
PH278520	Prusias ad Olympum	IK Prusa ad Olympum 29	1st – 2nd c. AD	Greek
PH278570	Prusias ad Olympum	IK Prusa ad Olympum 80	1st – 2nd c. AD	Greek
PH278501	Prusias ad Olympum	IK Prusa ad Olympum 10	199 AD	Latin
PH278503	Prusias ad Olympum	IK Prusa ad Olympum 12	193–211 AD	Greek
PH278497	Prusias ad Olympum	IK Prusa ad Olympum 6	180–192 BC	Greek
PH278722	Prusias ad Olympum	IK Prusa ad Olympum 1003	138–161 AD	Greek
PH278512	Prusias ad Olympum	IK Prusa ad Olympum 21	138–161 AD	Greek
PH278510	Prusias ad Olympum	IK Prusa ad Olympum 19	123–132 AD	Greek
PH278496	Prusias ad Olympum	IK Prusa ad Olympum 5	123–131/132 AD	Greek
PH278495	Prusias ad Olympum	IK Prusa ad Olympum 4	119–138 AD	Greek
PH278721	Prusias ad Olympum	IK Prusa ad Olympum 1002	117–138 AD	Greek
PH278504	Prusias ad Olympum	IK Prusa ad Olympum 13	117–138 AD	Greek
PH278507	Prusias ad Olympum	IK Prusa ad Olympum 16	117–138 AD	Greek
PH278543	Prusias ad Olympum	IK Prusa ad Olympum 52	117–138 AD	Greek
PH278494	Prusias ad Olympum	IK Prusa ad Olympum 3	102–116 AD	Greek
HD021561	Prusias ad Olympum	AE 1948, 0052; AE 1991, 1467	---	Latin
HD037369	Prusias ad Olympum	CIL III: 6995; AE 1991, 1472	---	Latin
	Prusias ad Olympum	AE 1998, 1290	---	Greek
PH279710	Prusias ad Olympum	BCH 17, 637–638 	---	Greek
	Prusias ad Olympum	CIL III: 6994; AE 1991, 1472	---	Latin
PH278723	Prusias ad Olympum	IK Prusa ad Olympum 1004	---	Greek
PH278729	Prusias ad Olympum	IK Prusa ad Olympum 1010	---	Greek
PH278730	Prusias ad Olympum	IK Prusa ad Olympum 1011	---	Greek
PH278592	Prusias ad Olympum	IK Prusa ad Olympum 102	---	Greek
PH278757	Prusias ad Olympum	IK Prusa ad Olympum 1038	---	Greek
PH278594	Prusias ad Olympum	IK Prusa ad Olympum 104	---	Greek
PH278768	Prusias ad Olympum	IK Prusa ad Olympum 1049	---	Greek
PH278598	Prusias ad Olympum	IK Prusa ad Olympum 108	---	Greek
PH278812	Prusias ad Olympum	IK Prusa ad Olympum 1093	---	Greek
PH278813	Prusias ad Olympum	IK Prusa ad Olympum 1094	---	Greek
PH278604	Prusias ad Olympum	IK Prusa ad Olympum 114	---	Greek
PH278614	Prusias ad Olympum	IK Prusa ad Olympum 124	---	Greek
PH278618	Prusias ad Olympum	IK Prusa ad Olympum 127	---	Greek
PH278621	Prusias ad Olympum	IK Prusa ad Olympum 130	---	Greek
PH278625	Prusias ad Olympum	IK Prusa ad Olympum 134	---	Greek
PH278627	Prusias ad Olympum	IK Prusa ad Olympum 137	---	Greek
PH278640	Prusias ad Olympum	IK Prusa ad Olympum 151	---	Greek
PH278646	Prusias ad Olympum	IK Prusa ad Olympum 158	---	Greek
PH278663	Prusias ad Olympum	IK Prusa ad Olympum 175	---	Latin
PH278664	Prusias ad Olympum	IK Prusa ad Olympum 176	---	Latin
PH278670	Prusias ad Olympum	IK Prusa ad Olympum 181	---	Greek
PH278672	Prusias ad Olympum	IK Prusa ad Olympum 183	---	Greek
PH278676	Prusias ad Olympum	IK Prusa ad Olympum 187	---	Greek
PH278680	Prusias ad Olympum	IK Prusa ad Olympum 191	---	Greek
PH278681	Prusias ad Olympum	IK Prusa ad Olympum 192	---	Greek
PH278682	Prusias ad Olympum	IK Prusa ad Olympum 193	---	Greek
PH278683	Prusias ad Olympum	IK Prusa ad Olympum 194	---	Greek
PH278684	Prusias ad Olympum	IK Prusa ad Olympum 195	---	Greek
PH278687	Prusias ad Olympum	IK Prusa ad Olympum 197	---	Greek
PH278689	Prusias ad Olympum	IK Prusa ad Olympum 199	---	Greek
PH278511	Prusias ad Olympum	IK Prusa ad Olympum 20	---	Greek
PH278690	Prusias ad Olympum	IK Prusa ad Olympum 200	---	Greek
PH278691	Prusias ad Olympum	IK Prusa ad Olympum 201	---	Greek
PH278692	Prusias ad Olympum	IK Prusa ad Olympum 202	---	Greek
PH278693	Prusias ad Olympum	IK Prusa ad Olympum 203	---	Greek
PH278694	Prusias ad Olympum	IK Prusa ad Olympum 204	---	Greek
PH278695	Prusias ad Olympum	IK Prusa ad Olympum 205	---	Greek
PH278697	Prusias ad Olympum	IK Prusa ad Olympum 207	---	Greek
PH278698	Prusias ad Olympum	IK Prusa ad Olympum 208	---	Greek
PH278700	Prusias ad Olympum	IK Prusa ad Olympum 210	---	Greek
PH278716	Prusias ad Olympum	IK Prusa ad Olympum 226	---	Greek
PH278514	Prusias ad Olympum	IK Prusa ad Olympum 23	---	Greek
PH278517	Prusias ad Olympum	IK Prusa ad Olympum 26	---	Greek
PH278524	Prusias ad Olympum	IK Prusa ad Olympum 33	---	Greek
PH278526	Prusias ad Olympum	IK Prusa ad Olympum 35	---	Greek
PH278528	Prusias ad Olympum	IK Prusa ad Olympum 37	---	Greek
PH278529	Prusias ad Olympum	IK Prusa ad Olympum 38	---	Greek
PH278530	Prusias ad Olympum	IK Prusa ad Olympum 39	---	Greek
PH278531	Prusias ad Olympum	IK Prusa ad Olympum 40	---	Greek
PH278532	Prusias ad Olympum	IK Prusa ad Olympum 41	---	Greek
PH278535	Prusias ad Olympum	IK Prusa ad Olympum 44	---	Greek
PH278537	Prusias ad Olympum	IK Prusa ad Olympum 46	---	Greek
PH278538	Prusias ad Olympum	IK Prusa ad Olympum 47	---	Greek
PH278554	Prusias ad Olympum	IK Prusa ad Olympum 64	---	Greek
PH278557	Prusias ad Olympum	IK Prusa ad Olympum 67	---	Greek
PH278498	Prusias ad Olympum	IK Prusa ad Olympum 7	---	Greek
PH278563	Prusias ad Olympum	IK Prusa ad Olympum 73	---	Greek
PH278578	Prusias ad Olympum	IK Prusa ad Olympum 88	---	Greek
PH278582	Prusias ad Olympum	IK Prusa ad Olympum 92	---	Greek
PH278589	Prusias ad Olympum	IK Prusa ad Olympum 99	---	Greek
PH279842	Pylai	SEG 36: 1157	AD	Greek
PH279930	Pylai	SEG 41: 1102	2nd c. AD	Greek
	Pylai	AE 1989, 674	---	Greek
PH279722	Pylai	AEMÖ 17, 162(1)	---	Greek
PH279723	Pylai	AEMÖ 17, 162(2a)	---	Greek
PH279724	Pylai	AEMÖ 17, 162(2c)	---	Greek
PH279725	Pylai	AEMÖ 17, 162(3a)	---	Greek
PH279726	Pylai	AEMÖ 17, 163(3b)	---	Greek
PH279931	Pylai	SEG 41: 1103	---	Greek
PH279843	Strobilos	SEG 36: 1159	Roman Imp. period	Greek
PH279937	Strobilos	SEG 42: 1125	Early Roman	Greek
PH279845	Strobilos	SEG 37: 1023, 127	Byzantine period	Greek
PH279846	Strobilos	SEG 37: 1023, 129	Byzantine period	Greek
PH279847	Strobilos	SEG 37: 1023, 131	Byzantine period	Greek
PH279848	Strobilos	SEG 37: 1023, 136	Byzantine period	Greek
PH279910	Strobilos	SEG 37: 1083	Byzantine period	Greek
PH279932	Strobilos	SEG 41: 1104	Byzantine period	Greek
	Strobilos	SEG 28: 1061; SEG 52: 1237	Byzantine period	Greek
PH279844	Strobilos	SEG 37: 1023, 126	585 AD	Greek
	Tios	SEG 53: 1418	Roman Imperial period	Greek
	Tios	SEG 53: 1419	Roman Imperial period	Greek
	Tios	SEG 53: 1420	Roman Imperial period	Greek
	Tios	SEG 59: 1439	Roman Imperial period	Greek
	Tios	SEG 59: 1440	Roman Imperial period	Greek
	Tios	SEG 59: 1441	Roman Imperial period	Greek
PH265367	Tios	EtAnat 295, 3	AD 140	Greek
PH265349	Tios	EtAnat 277, 2	2nd century AD	Greek
PH265355	Tios	EtAnat 284, 8	2nd century AD	Greek
PH265356	Tios	EtAnat 284, 9	2nd century AD	Greek
PH265357	Tios	EtAnat 284, 9 [2]	2nd century AD	Greek
PH265304	Tios	GVI 260	1st – 2nd c. AD	Greek
PH265305	Tios	GVI 260 [2]	1st – 2nd c. AD	Greek
PH265368	Tios	EtAnat 295, 4	199 AD	Greek
HD032073	Tios	AE 1902, 0157	---	Latin
PH265318	Tios	ÖJh 28, Beiblatt 91, 58	---	Greek
PH265348	Tios	EtAnat 272, 1	---	Greek
PH265350	Tios	EtAnat 282, 3	---	Greek
